# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug  8 06:11:11 2023
#
# User ID:         asafka7a
#
# User preference: first*
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radjstr not null
# CONSTRAINT:  and pl_bmassjstr not null
# CONSTRAINT:  and pl_densstr not null
# CONSTRAINT:  and st_agestr not null
# CONSTRAINT:  and sy_diststr < 100)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_dist,sy_disterr1,sy_disterr2
GJ 3470 b,0,3.33664960,0.00000390,-0.00000330,0,0.035500,0.001900,-0.001900,0,0.408,0.016,-0.016,0,0.04373,0.00472,-0.00472,0,Mass,0.800000,0.130000,-0.130000,0,0.017000,0.016000,-0.012000,0,M1.5,0.54,0.05,-0.04,0,1.650,1.350,-1.350,0,29.4214000,0.0508000,-0.0507000
HD 46375 b,0,3.02357300,0.00006500,-0.00006500,0,0.039800,0.002300,-0.002300,0,0.894,,,0,0.22600,0.01900,-0.01900,0,Msini,0.395000,,,0,0.063000,0.026000,-0.026000,0,K1 IV-V,0.92,,,0,9.000,4.000,-4.000,0,29.5529000,0.0383000,-0.0383000
GJ 9827 b,0,1.20898190,0.00000710,-0.00000710,0,0.018800,0.000160,-0.000160,0,0.141,0.002,-0.003,0,0.01617,0.00148,-0.00148,0,Mass,7.190000,0.810000,-0.760000,0,0.063000,,,1,K6 V,0.61,0.02,-0.01,0,10.000,3.000,-5.000,0,29.6610000,0.0543000,-0.0541000
GJ 9827 c,0,3.64809600,0.00006300,-0.00006300,0,0.039250,0.000330,-0.000330,0,0.111,0.002,-0.002,0,0.00409,,,1,Mass,3.700000,,,1,0.094000,,,1,K6 V,0.61,0.02,-0.01,0,10.000,3.000,-5.000,0,29.6610000,0.0543000,-0.0541000
GJ 9827 d,0,6.20147000,0.00006300,-0.00006300,0,0.055900,0.000460,-0.000460,0,0.180,0.004,-0.004,0,0.01111,0.00274,-0.00277,0,Mass,2.340000,0.620000,-0.590000,0,0.130000,,,1,K6 V,0.61,0.02,-0.01,0,10.000,3.000,-5.000,0,29.6610000,0.0543000,-0.0541000
51 Eri b,0,11688.00000000,6209.25000000,-3287.25000000,0,13.200000,0.200000,-0.200000,0,1.190,,,0,2.00000,,,0,Mass,1.450000,,,0,0.450000,0.100000,-0.150000,0,F0 IV,1.75,0.05,-0.05,0,0.020,0.006,-0.006,0,29.7575000,0.1213000,-0.1203000
HD 52265 b,0,119.27000000,0.02000000,-0.02000000,0,0.520000,0.009000,-0.009000,0,1.220,,,0,1.21000,0.05000,-0.05000,0,Msini,0.822000,,,0,0.270000,0.020000,-0.020000,0,G0V,1.20,,,0,3.500,,,0,29.9803000,0.0424000,-0.0423000
HD 101930 b,0,70.46000000,0.18000000,-0.18000000,0,0.300000,0.010000,-0.010000,0,0.949,,,0,0.25000,0.02000,-0.02000,0,Msini,0.367000,,,0,0.110000,0.020000,-0.020000,0,K1 V,0.57,0.07,-0.07,0,1.000,2.000,-1.000,1,30.0274000,0.0409000,-0.0407000
kap CrB b,0,1247.90000000,4.90000000,-9.40000000,0,2.760000,0.160000,-0.160000,0,1.190,,,0,2.00000,,,0,Mass,1.450000,,,0,0.059000,0.033000,-0.033000,0,K0 III-IV,1.80,0.11,-0.11,0,2.500,1.000,-1.000,0,30.0651000,0.0986500,-0.0986500
GJ 9689 b,0,18.27000000,0.01000000,-0.01000000,0,0.113900,0.003900,-0.003900,0,0.274,,,0,0.03036,0.00444,-0.00444,0,Msini,1.830000,,,0,0.290000,0.110000,-0.130000,0,M0.5,0.59,0.06,-0.06,0,8.900,3.900,-3.900,0,30.6203000,0.0418500,-0.0418500
HD 162020 b,0,8.42820000,0.00005600,-0.00005600,0,0.080000,0.000000,0.000000,0,1.110,,,0,9.84000,2.75000,-2.75000,0,Msini,8.800000,,,0,0.280000,0.000000,0.000000,0,K3 V,0.42,0.18,-0.18,0,6.000,18.000,-18.000,0,30.8248000,0.0715000,-0.0712000
HD 29021 b,0,1362.30000000,4.60000000,-4.00000000,0,2.280000,0.070000,-0.080000,0,1.150,,,0,4.47000,0.67000,-0.65000,0,Mass,3.640000,,,0,0.459000,0.008000,-0.008000,0,G5,0.85,0.08,-0.08,0,7.400,3.100,-3.100,0,30.9939000,0.0422000,-0.0421000
TOI-700 b,0,9.97721900,0.00004100,-0.00003800,0,0.067700,0.001100,-0.001100,0,0.082,0.005,-0.004,0,0.00222,,,0,M-R relationship,5.070000,,,0,0.075000,0.093000,-0.054000,0,M2.5 V,0.42,0.02,-0.02,0,1.500,,,-1,31.1265000,0.0206000,-0.0206000
TOI-700 c,0,16.05113700,0.00002000,-0.00002000,0,0.092900,0.001500,-0.001500,0,0.232,0.012,-0.012,0,0.02290,,,0,M-R relationship,2.270000,,,0,0.068000,0.070000,-0.049000,0,M2.5 V,0.42,0.02,-0.02,0,1.500,,,-1,31.1265000,0.0206000,-0.0206000
TOI-700 d,0,37.42396000,0.00039000,-0.00035000,0,0.163300,0.002700,-0.002700,0,0.096,0.005,-0.005,0,0.00394,,,0,M-R relationship,5.560000,,,0,0.042000,0.045000,-0.030000,0,M2.5 V,0.42,0.02,-0.02,0,1.500,,,-1,31.1265000,0.0206000,-0.0206000
TOI-700 e,0,27.80978000,0.00046000,-0.00040000,0,0.134000,0.002200,-0.002200,0,0.085,0.008,-0.007,0,0.00257,,,0,M-R relationship,5.190000,,,0,0.059000,0.057000,-0.042000,0,M2.5 V,0.42,0.02,-0.02,0,1.500,,,-1,31.1265000,0.0206000,-0.0206000
HD 221420 b,0,8615.41549000,279.48259000,-191.17910000,0,8.398000,0.414000,-0.379000,0,1.080,,,0,20.35000,1.98600,-3.43100,0,Mass,20.100000,,,0,0.082000,0.015000,-0.015000,0,G2 V,1.06,0.13,-0.13,0,3.650,0.230,-0.230,0,31.1415000,0.0376000,-0.0376000
HD 50554 b,0,1293.00000000,37.00000000,-37.00000000,0,2.353000,0.045200,-0.045200,0,1.140,,,0,5.85000,0.90000,-0.52000,0,Mass,4.870000,,,0,0.501000,0.030000,-0.030000,0,F8 V,1.04,0.01,-0.01,0,2.160,0.290,-0.290,0,31.1664000,0.0556000,-0.0554000
iot Dra b,0,510.85440000,0.01280000,-0.01280000,0,1.453000,0.026000,-0.026000,0,1.100,,,0,11.82000,0.42000,-0.41000,0,Msini,10.800000,,,0,0.701000,0.001600,-0.001700,0,K2 III,1.54,0.09,-0.09,0,2.650,0.740,-0.740,0,31.3283200,0.5005460,-0.5005460
iot Dra c,0,25000.00000000,22000.00000000,-13000.00000000,0,19.400000,10.000000,-7.700000,0,1.090,,,0,15.60000,14.00000,-5.10000,0,Msini,15.000000,,,0,0.455000,0.120000,-0.084000,0,K2 III,1.54,0.09,-0.09,0,2.650,0.740,-0.740,0,31.3283200,0.5005460,-0.5005460
HR 5183 b,0,27000.00000000,16000.00000000,-8000.00000000,0,18.000000,6.000000,-4.000000,0,1.170,,,0,3.31000,0.16000,-0.12000,0,Mass,2.570000,,,0,0.840000,0.040000,-0.040000,0,G0 V,1.07,0.04,-0.04,0,7.700,1.400,-1.200,0,31.4607000,0.0390000,-0.0389000
HD 73583 b,0,6.39804200,0.00000670,-0.00000620,0,0.060400,0.002700,-0.002600,0,0.249,0.009,-0.009,0,0.03209,0.01070,-0.00975,0,Mass,2.580000,0.950000,-0.810000,0,0.090000,0.090000,-0.060000,0,K4 V,0.73,0.02,-0.02,0,0.480,0.190,-0.190,0,31.5666000,0.0321000,-0.0320000
HD 73583 c,0,18.87974000,0.00086000,-0.00074000,0,0.124200,0.005500,-0.005400,0,0.213,0.009,-0.008,0,0.03052,0.00566,-0.00535,0,Mass,3.880000,0.910000,-0.800000,0,0.080000,0.110000,-0.060000,0,K4 V,0.73,0.02,-0.02,0,0.480,0.190,-0.190,0,31.5666000,0.0321000,-0.0320000
HD 37124 b,0,154.37800000,0.08900000,-0.08900000,0,0.533640,0.000200,-0.000200,0,1.250,,,0,0.67500,0.01700,-0.01700,0,Msini,0.430000,,,0,0.054000,0.028000,-0.028000,0,G4 V,0.85,,,0,4.000,2.000,-2.000,0,31.6634000,0.0760000,-0.0757000
HD 37124 c,0,885.50000000,5.10000000,-5.10000000,0,1.710000,0.006500,-0.006500,0,1.250,,,0,0.65200,0.05200,-0.05200,0,Msini,0.406000,,,0,0.125000,0.055000,-0.055000,0,G4 V,0.85,,,0,4.000,2.000,-2.000,0,31.6634000,0.0760000,-0.0757000
HD 37124 d,0,1862.00000000,38.00000000,-38.00000000,0,2.807000,0.038000,-0.038000,0,1.250,,,0,0.69600,0.05900,-0.05900,0,Msini,0.443000,,,0,0.160000,0.140000,-0.140000,0,G4 V,0.85,,,0,4.000,2.000,-2.000,0,31.6634000,0.0760000,-0.0757000
HD 130322 b,0,10.70871000,0.00018000,-0.00018000,0,0.092500,,,0,1.220,,,0,1.15000,,,0,Msini,0.781000,,,0,0.029000,0.016000,-0.016000,0,K0 V,0.92,0.03,-0.03,0,0.350,,,0,31.8766000,0.0729000,-0.0727000
HD 89307 b,0,2166.00000000,38.00000000,-38.00000000,0,3.270000,0.070000,-0.070000,0,1.190,,,0,2.02000,0.27000,-0.15000,0,Mass,1.470000,,,0,0.200000,0.050000,-0.050000,0,G0 V,1.27,0.12,-0.12,0,2.310,0.150,-0.150,0,32.0104000,0.0528000,-0.0526000
HD 117207 b,0,2621.75000000,8.37000000,-8.53000000,0,3.787000,0.034000,-0.035000,0,1.190,,,0,2.10600,0.16000,-0.08900,0,Mass,1.530000,,,0,0.157000,0.013000,-0.013000,0,G7 IV-V,1.05,0.03,-0.03,0,4.192,2.274,-2.274,0,32.3547000,0.0524000,-0.0522000
HD 98736 b,0,968.80000000,2.20000000,-2.20000000,0,1.864000,0.091000,-0.091000,0,1.190,,,0,2.33000,0.78000,-0.78000,0,Msini,1.730000,,,0,0.226000,0.064000,-0.064000,0,G5,0.92,0.13,-0.13,0,7.390,3.050,-3.050,0,32.4459000,0.0646000,-0.0644000
HD 63765 b,0,358.00000000,1.00000000,-1.00000000,0,0.940000,0.020000,-0.020000,0,1.270,,,0,0.53000,0.03000,-0.03000,0,Msini,0.323000,,,0,0.240000,0.040000,-0.040000,0,G9 V,0.65,0.01,-0.01,0,4.770,4.070,-4.070,0,32.5376000,0.0328000,-0.0328000
HD 22781 b,0,528.07000000,0.14000000,-0.14000000,0,1.167000,0.039000,-0.039000,0,1.100,,,0,13.65000,0.97000,-0.97000,0,Msini,12.800000,,,0,0.819100,0.002300,-0.002300,0,K1,0.75,0.03,-0.03,0,4.800,4.100,-4.200,0,32.6034000,0.1151000,-0.1143000
mu Leo b,0,357.80000000,1.20000000,-1.20000000,0,1.100000,0.100000,-0.100000,0,1.180,,,0,2.40000,0.40000,-0.40000,0,Msini,1.780000,,,0,0.090000,0.060000,-0.060000,0,K2 III,1.50,0.10,-0.10,0,3.350,0.700,-0.700,0,32.6081000,0.4521000,-0.4521000
HD 216435 b,0,1311.00000000,49.00000000,-49.00000000,0,2.560000,0.170000,-0.170000,0,1.220,,,0,1.26000,0.13000,-0.13000,0,Msini,0.856000,,,0,0.070000,0.078000,-0.078000,0,G0 V,1.30,,,0,3.000,,,-1,32.9834000,0.0848000,-0.0843000
TOI-620 b,0,5.09881790,0.00000450,-0.00000460,0,0.048250,0.000650,-0.000660,0,0.335,0.013,-0.013,0,0.04280,,,0,M-R relationship,1.410000,,,0,0.220000,0.280000,-0.120000,0,M2.5 V,0.58,0.02,-0.02,0,7.200,4.600,-4.700,0,33.0231000,0.0586000,-0.0583000
HD 10697 b,0,1075.37990000,0.82091000,-0.74513000,0,2.051000,0.079000,-0.087000,0,1.140,,,0,5.74300,1.01100,-0.28900,0,Mass,4.780000,,,0,0.104000,0.009000,-0.008000,0,G3 V,0.99,0.12,-0.12,0,6.980,0.410,-0.410,0,33.1205000,0.0442000,-0.0442000
HD 197037 b,0,1035.70000000,13.00000000,-13.00000000,0,2.070000,0.050000,-0.050000,0,1.240,,,0,0.79000,0.05000,-0.05000,0,Msini,0.514000,,,0,0.220000,0.070000,-0.070000,0,F7 V,1.11,,,0,1.900,,,0,33.1944000,0.0291000,-0.0291000
HD 111998 b,0,825.90000000,6.20000000,-6.20000000,0,1.820000,0.070000,-0.070000,0,1.150,,,0,4.51000,0.50000,-0.50000,0,Msini,3.670000,,,0,0.030000,0.040000,-0.040000,0,F5 V,1.18,0.12,-0.12,0,1.900,0.600,-0.700,0,33.2237000,0.0603000,-0.0600000
HD 141937 b,0,653.21997000,1.20000000,-1.20000000,0,1.500000,0.030000,-0.030000,0,1.110,,,0,9.69000,0.40000,-0.40000,0,Msini,8.660000,,,0,0.410000,0.010000,-0.010000,0,G2/G3 V,1.09,0.05,-0.05,0,2.320,0.410,-0.410,0,33.3622000,0.0719000,-0.0717000
TOI-2136 b,0,7.85192800,0.00001800,-0.00001600,0,0.057000,0.006000,-0.006000,0,0.195,0.015,-0.015,0,0.02004,0.00771,-0.00721,0,Mass,3.340000,2.550000,-1.630000,0,0.000000,,,0,M4.5 V,0.34,0.02,-0.02,0,4.600,1.000,-1.000,0,33.3631000,0.0642500,-0.0642500
HD 23079 b,0,730.59998000,5.70000000,-5.70000000,0,1.600000,0.030000,-0.030000,0,1.180,,,0,2.61000,0.11000,-0.11000,0,Msini,1.980000,,,0,0.100000,0.030000,-0.030000,0,F9.5 V,1.12,0.06,-0.06,0,2.000,3.000,-2.000,0,33.4591000,0.0349000,-0.0348000
HD 85390 b,0,799.52000000,2.41000000,-2.41000000,0,1.373000,0.035000,-0.035000,0,0.550,,,0,0.09900,0.01000,-0.01000,0,Msini,0.740000,,,0,0.500000,0.050000,-0.050000,0,K1.5 V,0.76,,,0,7.200,,,0,33.5225000,0.0430000,-0.0429000
HD 11964 b,0,1945.00000000,26.00000000,-26.00000000,0,3.160000,0.190000,-0.190000,0,1.260,,,0,0.62200,0.05600,-0.05600,0,Msini,0.388000,,,0,0.041000,0.047000,-0.047000,0,G9 V CN+1,0.91,0.12,-0.11,0,7.450,0.730,-0.730,0,33.5369000,0.0428000,-0.0428000
HD 11964 c,0,37.91000000,0.04100000,-0.04100000,0,0.229000,0.013000,-0.013000,0,0.480,,,0,0.07880,0.00970,-0.00970,0,Msini,0.882000,,,0,0.300000,0.170000,-0.170000,0,G9 V CN+1,0.91,0.12,-0.11,0,7.450,0.730,-0.730,0,33.5369000,0.0428000,-0.0428000
2MASS J01225093-2439505 b,0,,,,,52.000000,6.000000,-6.000000,0,1.000,,,0,24.50000,2.50000,-2.50000,0,Mass,30.400000,,,0,,,,,M3.5 V,0.40,0.05,-0.05,0,0.120,0.010,-0.010,0,33.8281000,0.0864000,-0.0860000
HR 2562 b,0,,,,,20.300000,0.300000,-0.300000,0,1.110,0.110,-0.110,0,30.00000,15.00000,-15.00000,0,Mass,27.200000,,,0,,,,,F5 V,1.30,,,0,0.600,0.300,-0.300,0,34.0071000,0.0480000,-0.0478000
HD 40979 b,0,264.14999000,0.23000000,-0.23000000,0,0.850000,0.010000,-0.010000,0,1.150,,,0,4.67000,0.34000,-0.34000,0,Msini,3.800000,,,0,0.250000,0.010000,-0.010000,0,F8 V,1.45,0.15,-0.15,0,3.560,0.680,-0.800,0,34.0883000,0.0427000,-0.0426000
HD 106515 A b,0,3586.86089000,59.17074000,-34.26066000,0,4.491000,0.187000,-0.187000,0,1.120,,,0,9.51800,6.38500,-0.12800,0,Mass,8.510000,,,0,0.565000,0.021000,-0.025000,0,G5 V,0.93,0.11,-0.11,0,11.700,0.200,-0.200,0,34.0915000,0.0856000,-0.0851000
HD 196885 A b,0,1333.00000000,15.00000000,-15.00000000,0,2.370000,0.020000,-0.020000,0,1.180,,,0,2.58000,0.16000,-0.16000,0,Msini,1.960000,,,0,0.480000,0.060000,-0.060000,0,F8 V,1.28,0.05,-0.05,0,3.120,,,0,34.1692000,0.0573000,-0.0570000
HD 4208 b,0,832.97000000,2.15000000,-1.89000000,0,1.662000,0.015000,-0.015000,0,1.240,,,0,0.81000,0.01400,-0.01500,0,Msini,0.527000,,,0,0.042000,0.039000,-0.029000,0,G7 V Fe-1 CH-0.5,0.88,0.02,-0.02,0,3.813,2.970,-2.970,0,34.1937000,0.0681000,-0.0678000
HD 142022 A b,0,1928.00000000,46.00000000,-46.00000000,0,2.930000,0.070000,-0.070000,0,1.150,,,0,4.51000,0.91000,-0.61000,0,Mass,3.670000,,,0,0.530000,0.200000,-0.200000,0,G9 IV-V,0.90,0.05,-0.05,0,7.000,4.000,-4.000,0,34.2802000,0.0315000,-0.0315000
HD 81040 b,0,1005.98854000,7.62637000,-6.37242000,0,1.988000,0.076000,-0.081000,0,1.130,,,0,6.76800,1.10100,-0.86100,0,Mass,5.770000,,,0,0.557000,0.046000,-0.067000,0,G2/G3,1.03,0.12,-0.12,0,0.730,0.100,-0.100,0,34.4341000,0.0777000,-0.0773000
BD-17 63 b,0,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,1.150,,,0,5.10000,0.12000,-0.12000,0,Msini,4.250000,,,0,0.540000,0.005000,-0.005000,0,K5 V,0.74,0.03,-0.03,0,4.300,4.000,-4.000,0,34.4603000,0.0929000,-0.0924000
HD 92788 b,0,325.80300000,0.03652500,-0.03652500,0,0.970000,0.020000,-0.020000,0,1.160,,,0,3.76000,0.16000,-0.15000,0,Msini,2.990000,,,0,0.350000,0.004000,-0.005000,0,G6 V,1.15,0.07,-0.07,0,2.550,1.510,-1.510,0,34.6538000,0.0597000,-0.0596000
HD 92788 c,0,11611.29750000,5055.06000000,-905.82000000,0,10.500000,2.900000,-0.550000,0,1.160,,,0,3.67000,0.30000,-0.25000,0,Msini,2.920000,,,0,0.460000,0.120000,-0.030000,0,G6 V,1.15,0.07,-0.07,0,2.550,1.510,-1.510,0,34.6538000,0.0597000,-0.0596000
HD 45652 b,0,44.07300000,0.00480000,-0.00480000,0,0.237000,0.011000,-0.011000,0,1.280,,,0,0.43300,0.07600,-0.07600,0,Msini,0.259000,,,0,0.607000,0.026000,-0.026000,0,G8/K0,0.92,0.13,-0.13,0,8.400,3.240,-3.240,0,34.8541000,0.0676000,-0.0673000
HD 65216 b,0,577.60000000,1.32800000,-1.32800000,0,1.301000,0.020000,-0.020000,0,1.220,,,0,1.29500,0.06200,-0.06200,0,Msini,0.899000,,,0,0.270000,0.020000,-0.020000,0,G5 V,0.87,,,0,4.000,5.000,-4.000,0,35.1205000,0.0395000,-0.0394000
HD 65216 c,0,5370.00000000,20.00000000,-20.00000000,0,5.750000,0.090000,-0.090000,0,1.190,,,0,2.03000,0.11000,-0.11000,0,Msini,1.470000,,,0,0.170000,0.040000,-0.040000,0,G5 V,0.87,,,0,4.000,5.000,-4.000,0,35.1205000,0.0395000,-0.0394000
HD 142415 b,0,386.29999000,1.60000000,-1.60000000,0,1.060000,0.020000,-0.020000,0,1.200,,,0,1.67000,0.12000,-0.12000,0,Msini,1.190000,,,0,0.500000,,,0,G1 V,1.07,0.10,-0.10,0,1.100,,,0,35.5318000,0.0418000,-0.0417000
HD 20782 b,0,597.06430000,0.02560000,-0.02560000,0,1.364900,0.046600,-0.049500,0,1.210,,,0,1.48780,0.10450,-0.10660,0,Msini,1.030000,,,0,0.950000,0.001000,-0.001000,0,G1.5 V,1.04,0.13,-0.11,0,5.530,1.430,-1.430,0,35.9864000,0.0414000,-0.0413000
TOI-1266 b,0,10.89484300,0.00006700,-0.00006600,0,0.073600,0.001600,-0.001700,0,0.211,0.014,-0.011,0,0.04248,0.03461,-0.02832,0,Mass,5.570000,,,0,0.090000,0.060000,-0.050000,0,M3,0.45,0.03,-0.03,0,7.900,4.200,-5.200,0,36.0118000,0.0295000,-0.0295000
TOI-1266 c,0,18.80151000,0.00067000,-0.00069000,0,0.105800,0.002300,-0.002400,0,0.139,0.013,-0.012,0,0.00692,0.00629,-0.00472,0,Mass,3.180000,,,0,0.040000,0.030000,-0.030000,0,M3,0.45,0.03,-0.03,0,7.900,4.200,-5.200,0,36.0118000,0.0295000,-0.0295000
HD 7199 b,0,615.00000000,7.00000000,-7.00000000,0,1.360000,0.020000,-0.020000,0,0.993,,,0,0.27000,0.03000,-0.03000,0,Msini,0.345000,,,0,0.190000,0.160000,-0.160000,0,K1 IV,0.77,0.09,-0.09,0,6.790,0.780,-0.780,0,36.1531000,0.0364000,-0.0364000
HD 113337 b,0,317.58639000,1.62423000,-1.43010000,0,1.022000,0.055000,-0.062000,0,1.170,,,0,3.25900,0.37700,-0.40900,0,Msini,2.530000,,,0,0.280000,0.036000,-0.041000,0,F6 V,1.41,0.24,-0.24,0,0.150,0.100,-0.050,0,36.1800000,0.0565000,-0.0563000
HD 113337 c,0,5429.93477000,452.06707000,-283.91966000,0,6.805000,0.536000,-0.468000,0,1.080,,,0,19.82100,2.43000,-2.57500,0,Mass,19.500000,,,0,0.164000,0.057000,-0.056000,0,F6 V,1.41,0.24,-0.24,0,0.150,0.100,-0.050,0,36.1800000,0.0565000,-0.0563000
HD 156279 b,0,133.40355000,0.00417000,-0.00405000,0,0.502000,0.020000,-0.022000,0,1.120,,,0,9.43200,0.76200,-0.80100,0,Msini,8.430000,,,0,0.647000,0.000800,-0.000700,0,G6,0.94,0.12,-0.12,0,4.100,3.600,-3.700,0,36.1945000,0.0361000,-0.0359000
HD 156279 c,0,4818.25358000,44.45769000,-43.09387000,0,5.486000,0.219000,-0.240000,0,1.110,,,0,9.75000,1.31900,-0.60500,0,Mass,8.720000,,,0,0.261000,0.006000,-0.006000,0,G6,0.94,0.12,-0.12,0,4.100,3.600,-3.700,0,36.1945000,0.0361000,-0.0359000
Kepler-444 b,0,3.60010530,0.00000830,-0.00000800,0,0.041780,0.000790,-0.000790,0,0.036,0.001,-0.001,0,0.00012,,,0,M-R relationship,3.140000,,,0,0.160000,0.210000,-0.100000,0,K,0.76,0.04,-0.04,0,11.230,0.910,-0.990,0,36.4396000,0.0395000,-0.0394000
Kepler-444 c,0,4.54588410,0.00000700,-0.00000710,0,0.048810,0.000930,-0.000930,0,0.044,0.002,-0.002,0,0.00025,,,0,M-R relationship,3.550000,,,0,0.310000,0.120000,-0.150000,0,K,0.76,0.04,-0.04,0,11.230,0.910,-0.990,0,36.4396000,0.0395000,-0.0394000
Kepler-444 d,0,6.18939200,0.00001200,-0.00001200,0,0.060000,0.001100,-0.001100,0,0.047,0.002,-0.002,0,0.00063,0.00157,-0.00031,0,Mass,7.900000,20.600000,-5.700000,0,0.180000,0.160000,-0.120000,0,K,0.76,0.04,-0.04,0,11.230,0.910,-0.990,0,36.4396000,0.0395000,-0.0394000
Kepler-444 e,0,7.74349300,0.00001700,-0.00001600,0,0.069600,0.001300,-0.001300,0,0.049,0.002,-0.001,0,0.00031,0.00063,-0.00031,0,Mass,4.800000,6.500000,-3.900000,0,0.100000,0.200000,-0.070000,0,K,0.76,0.04,-0.04,0,11.230,0.910,-0.990,0,36.4396000,0.0395000,-0.0394000
Kepler-444 f,0,9.74048600,0.00001300,-0.00001300,0,0.081100,0.001500,-0.001500,0,0.066,0.004,-0.004,0,0.00104,,,0,M-R relationship,4.480000,,,0,0.290000,0.200000,-0.190000,0,K,0.76,0.04,-0.04,0,11.230,0.910,-0.990,0,36.4396000,0.0395000,-0.0394000
HD 216770 b,0,118.45000000,0.55000000,-0.55000000,0,0.460000,0.010000,-0.010000,0,1.260,,,0,0.57000,0.05000,-0.05000,0,Msini,0.355000,,,0,0.370000,0.060000,-0.060000,0,G9 V CN+1,0.74,0.07,-0.07,0,3.100,,,0,36.6625000,0.0984000,-0.0979000
HD 42012 b,0,857.50000000,6.20000000,-6.30000000,0,1.670000,0.050000,-0.060000,0,1.210,,,0,1.60000,0.10000,-0.10000,0,Msini,1.140000,,,0,0.200000,,,1,K0,0.83,0.08,-0.08,0,4.100,3.600,-3.600,0,36.7984000,0.0932000,-0.0927000
HD 95338 b,0,55.08700000,0.02000000,-0.02000000,0,0.262000,0.002000,-0.002000,0,0.347,0.017,-0.018,0,0.13353,0.00698,-0.00654,0,Mass,3.980000,0.620000,-0.640000,0,0.197000,0.029000,-0.024000,0,K0.5 V,0.83,0.02,-0.02,0,5.080,2.510,-2.510,0,36.9941000,0.0689000,-0.0687000
HD 25015 b,0,6134.42700000,618.42583000,-506.67463000,0,6.248000,0.486000,-0.439000,0,1.120,,,0,9.07700,1.15700,-1.82300,0,Mass,8.120000,,,0,0.341000,0.085000,-0.077000,0,K2 V,0.86,0.10,-0.10,0,4.000,3.410,-3.410,0,37.4330000,0.0689000,-0.0687000
